objectid,filename,image_thumb,title,date,field-date,theatre-name,playwright,subject,source,location,url,rights,rightsstatement
BP_TRDL_0030,https://archive.org/details/BP_TRDL_0030/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0030,"Isabella; Or, The Fatal Marriage; The Review; Or, The Wags of Windsor",1812-12-05,1812-12-05,Theatre Royal in Drury Lane,Southern; [unknown],tragedy; musical entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0030,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0019,https://archive.org/details/BP_TRCG_0019/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0019,Alexander the Great; Killing No Murder,1812-12-19,1812-12-19,Theatre Royal; Covent Garden,[unknown]; [unknown],[unknown]; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0019,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0031,https://archive.org/details/BP_TRDL_0031/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0031,"George Barnwell; Harlequin & Humpo; Or, Columbine by Candlelight",1812-12-26,1812-12-26,Theatre Royal in Drury Lane,G. Lillo; T. Dibdin,tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0031,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0020,https://archive.org/details/BP_TRCG_0020/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0020,"The Rivals; Harlequin & the Red Dwarf; Or, The Adamant Rock",1813-01-05,1813-01-05,Theatre Royal; Covent Garden,R. B. Sheridan; Mr. Ware,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0020,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0032,https://archive.org/details/BP_TRDL_0032/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0032,Remorse; Raising the Wind,1813-01-23,1813-01-23,Theatre Royal in Drury Lane,S. Coleridge; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0032,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0033,https://archive.org/details/BP_TRDL_0033/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0033,"False Alarms; Or, My Cousin; How to Die for Love!",1813-02-13,1813-02-13,Theatre Royal in Drury Lane,J. Kenney; [unknown],comic opera; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0033,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0034,https://archive.org/details/BP_TRDL_0034/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0034,The Devil's Bridge; Honest Thieves,1813-02-20,1813-02-20,Theatre Royal in Drury Lane,Braham and Horn; [unknown],operatic romance; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0034,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0035,https://archive.org/details/BP_TRDL_0035/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0035,A Grand Selection; The Creation,1813-04-02,1813-04-02,Theatre Royal in Drury Lane,Assorted composers; [unknown],musical performance; oratorio,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0035,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0021,https://archive.org/details/BP_TRCG_0021/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0021,"Douglas; Aladdin; Or, The Wonderful Lamp",1813-04-19,1813-04-19,Theatre Royal; Covent Garden,[unknown]; [unknown],tragedy; melodrama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0021,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0022,https://archive.org/details/BP_TRCG_0022/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0022,A Grand Selection of Music,1813-06-05,1813-06-05,Theatre Royal; Covent Garden,Assorted Composers,musical performance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0022,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0023,https://archive.org/details/BP_TRCG_0023/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0023,Douglas; Ode on the Passions; Bombastes Furioso; The Romp,1813-06-25,1813-06-25,Theatre Royal; Covent Garden,[unknown]; Collins; W. B. Rhodes; [unknown],tragedy; oratorio; tragic opera; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0023,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0036,https://archive.org/details/BP_TRDL_0036/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0036,"First Impressions; Or, Trade in the West; The Weathercock",1813-10-30,1813-10-30,Theatre Royal in Drury Lane,[unknown]; [unknown],comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0036,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0007,https://archive.org/details/BP_TRDL_0007/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0007,"First Impressions; Or, Trade in the West; The Turnpike Gate",1813-11-10,1813-11-10,Theatre Royal in Drury Lane,[unknown]; T. Knight,comedy; comic opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0037,https://archive.org/details/BP_TRDL_0037/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0037,"Illusion; Or, The Trances of Nourjahad; The School for Authors; Who's To Have Her?",1813-11-25,1813-11-25,Theatre Royal in Drury Lane,Mrs. Sheridan; Mr. Tobin; Messrs.Reeve and Whitaker,melodrama; farce; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0037,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0008,https://archive.org/details/BP_TRDL_0008/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0008,"Illusion; Or, the Trances of Nourjahad; Who's To Have Her?; Modern Antiques; Or, The Merry Mourners",1813-12-07,1813-12-07,Theatre Royal in Drury Lane,Mrs. Sheridan; Messrs Reeve and Whitaker; J. O'Keeffe,grand melodramatic spectacle; musical farce; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0008,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0038,https://archive.org/details/BP_TRDL_0038/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0038,"Orange Boven; Or, More Good News; Illusion; Or, The Trances of Nourjahad; Two Strings to Your Bow",1813-12-10,1813-12-10,Theatre Royal in Drury Lane,Mr. Whitaker; Mrs. Sheridan; [unknown],comic divertisment; melodrama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0038,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0039,https://archive.org/details/BP_TRDL_0039/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0039,"Wild Oats; Or, the Strolling Gentleman; Leander & Leonora; Modern Antiques",1814-02-16,1814-02-16,Theatre Royal in Drury Lane,J. O'Keeffe; Mr. Byrne; J. O'Keeffe,comedy; ballet dance; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0039,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0040,https://archive.org/details/BP_TRDL_0040/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0040,The Messiah; Mount of Olives; A Grand Miscellaneous Act,1814-02-25,1814-02-25,Theatre Royal in Drury Lane,Handel; Beethoven; Assorted Composers,musical performance; musical performance; musical performance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0040,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0041,https://archive.org/details/BP_TRDL_0041/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0041,Macbeth; The Mock Doctor,1814-11-05,1814-11-05,Theatre Royal in Drury Lane,Wm. Shakespeare; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0041,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0042,https://archive.org/details/BP_TRDL_0042/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0042,"Macbeth; The Ninth Statue; Or, the Irishman in Bagdad",1814-12-22,1814-12-22,Theatre Royal in Drury Lane,Wm. Shakespeare; Mr. Horn,tragedy; musical romance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0042,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0009,https://archive.org/details/BP_TRDL_0009/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0009,"Jane Shore; The Valley of Diamonds; Or, Harlequin Sinbad",1815-01-06,1815-01-06,Theatre Royal in Drury Lane,N. Rowe; Messrs Kirby and Morris,tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0010,https://archive.org/details/BP_TRDL_0010/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0010,Romeo and Juliet; The Valley of Diamonds,1815-01-14,1815-01-14,Theatre Royal in Drury Lane,Wm. Shakespeare; Messrs Kirby and Morris,tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0010,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0011,https://archive.org/details/BP_TRDL_0011/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0011,"Jean de Paris; Ways and Means; Or, A Trip to Dover; The Valley of Diamonds; Or, Harlequin Sinbad",1815-01-16,1815-01-16,Theatre Royal in Drury Lane,[unknown]; G. Colman; Messrs Kirby and Morris,comic drama; comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0012,https://archive.org/details/BP_TRDL_0012/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0012,"School for Scandal; The Valley of Diamonds; Or, Harlequin Sinbad",1815-01-18,1815-01-18,Theatre Royal in Drury Lane,[unknown]; Messrs Kirby and Morris,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0012,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0013,https://archive.org/details/BP_TRDL_0013/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0013,"All in the Wrong; The Valley of Diamonds: Or, Harlequin Sinbad",1815-01-20,1815-01-20,Theatre Royal in Drury Lane,Murphy; Messrs Kirby and Morris,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0013,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0014,https://archive.org/details/BP_TRDL_0014/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0014,"School for Scandal; The Valley of Diamonds; Or, Harlequin Sinbad",1815-01-25,1815-01-25,Theatre Royal in Drury Lane,[unknown]; Messrs Kirby and Morris,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0014,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0015,https://archive.org/details/BP_TRDL_0015/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0015,"Jean de Paris; The Birth-day; The Valley of Diamonds; Or, Harlequin Sinbad",1815-01-26,1815-01-26,Theatre Royal in Drury Lane,[unknown]; T. J. Dibdin; Messrs Kirby and Morris,comic drama; comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0015,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0016,https://archive.org/details/BP_TRDL_0016/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0016,"All in the Wrong; The Valley of Diamonds: Or, Harlequin Sinbad",1815-01-27,1815-01-27,Theatre Royal in Drury Lane,Murphy; Messrs Kirby and Morris,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0016,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0017,https://archive.org/details/BP_TRDL_0017/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0017,"The Provok'd Husband; The Valley of Diamonds: Or, Harlequin Sinbad",1815-02-03,1815-02-03,Theatre Royal in Drury Lane,[unknown]; Messrs Kirby and Morris,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0017,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0018,https://archive.org/details/BP_TRDL_0018/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0018,Second part of The Messiah; Selection from Acis & Galatea; A Grand Selection,1815-02-15,1815-02-15,Theatre Royal in Drury Lane,Handel; Handel; Assorted Composers,musical performance; musical performance; musical performance,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0018,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0019,https://archive.org/details/BP_TRDL_0019/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0019,The West Indian; The Children in the Wood,1815-03-07,1815-03-07,Theatre Royal in Drury Lane,R. Cumberland; [unknown],comedy; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0019,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0020,https://archive.org/details/BP_TRDL_0020/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0020,King Richard II; Past Ten o'Clock! and a Rainy Night,1815-03-11,1815-03-11,Theatre Royal in Drury Lane,Wm. Shakespeare; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0020,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
